speaker_id,final_split,utterance_count,duration_seconds,provenance_composition,duplicate_file_count,utterance_bucket,eligibility_status,eligibility_reason,selection_hash,split_seed,split_version
1897,train,8,24.000000,train=0|train_small=0|part=8|test=0,0,2-19,eligible_train,at_least_2_utterances,2aeaad9a7b494f78779687ef7a00047d739af726f1715cfeb602ef5cb7562308,20260729,v2
1898,train,9,27.000000,train=0|train_small=0|part=9|test=0,0,2-19,eligible_train,at_least_2_utterances,cb29da2d5c574c86874c975012574044e72df063dec1b5ef76a71486a1ba2cc8,20260729,v2
1899,train,7,21.000000,train=0|train_small=0|part=7|test=0,0,2-19,eligible_train,at_least_2_utterances,9e9806b08194534de7affd8d6d94b1afa061c04f420ac75ee90d6056bdb7c8ed,20260729,v2
1900,train,8,24.000000,train=0|train_small=0|part=8|test=0,0,2-19,eligible_train,at_least_2_utterances,d5d4e979086ab64bdfa960b29f512bb584a45b3ab420ee0bcfbb99728fd10535,20260729,v2
1901,train,17,51.000000,train=0|train_small=0|part=17|test=0,0,2-19,eligible_train,at_least_2_utterances,31cb9895527a4ffc48fd784ca94167317eca830470f34bfda23a79e227a6ec03,20260729,v2
1902,train,8,24.000000,train=0|train_small=0|part=8|test=0,0,2-19,eligible_train,at_least_2_utterances,a81948373a737e265b4e8fa43b78045aeeca0cdd66a33e4aacc4d4286401c7e0,20260729,v2
1903,train,537,1611.000000,train=0|train_small=0|part=537|test=0,0,500+,eligible_train,at_least_2_utterances,55a19b4b7cfa837a08ceef06d6becf9fcb30a1c29c7443083df478665d3fe240,20260729,v2
1904,train,5,15.000000,train=0|train_small=0|part=5|test=0,0,2-19,eligible_train,at_least_2_utterances,818d39e869913d40a2efc6daa166c6947dbb6419f873913daef8e99d706b137e,20260729,v2
1905,train,5,15.000000,train=0|train_small=0|part=5|test=0,0,2-19,eligible_train,at_least_2_utterances,1cfd70e75d7e45996ebfd1d549d2523a570a66d92d299ba12fd5f4282a38200d,20260729,v2
1906,train,15,45.000000,train=0|train_small=0|part=15|test=0,0,2-19,eligible_train,at_least_2_utterances,6e0a10b05b2b45d857012b01ca145326a29d92548f1e1368633b741304a3783f,20260729,v2
1907,train,33,99.000000,train=0|train_small=0|part=33|test=0,0,20-49,eligible_train,at_least_2_utterances,fb67723b8b3c8bd93c486fc898ed56d0e370da4491f7fc69848b8914dc693864,20260729,v2
1908,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,7152033d55aeb0bc62b151ba11ef2cfa539af912df896b995448bfb4bacb16a8,20260729,v2
1909,train,11,33.000000,train=0|train_small=0|part=11|test=0,0,2-19,eligible_train,at_least_2_utterances,18bc20836c44dee35dc2a52a0a59d340d27378aea0c7b5a659613be2cbef2472,20260729,v2
1910,train,5,15.000000,train=0|train_small=0|part=5|test=0,0,2-19,eligible_train,at_least_2_utterances,52ad065ae58d09e1768fd231e46193e4e5a6aff716abcbadfb5156582dab4ebe,20260729,v2
1911,train,10,30.000000,train=0|train_small=0|part=10|test=0,0,2-19,eligible_train,at_least_2_utterances,b89fdd01ac007b61dee30485e883870d7aa8a5cb17084f67a69e63800a4dd836,20260729,v2
1912,train,16,48.000000,train=0|train_small=0|part=16|test=0,0,2-19,eligible_train,at_least_2_utterances,901beb5f67c287a088896f0b03ac061e5cc5fcfabec1bb103d1a23ef8d58d184,20260729,v2
1913,train,10,30.000000,train=0|train_small=0|part=10|test=0,0,2-19,eligible_train,at_least_2_utterances,be9b07f8c445acb66cf5dd43bc416764ab5f55f53e17508cb7b772a24f762ff9,20260729,v2
1914,test,71,213.000000,train=0|train_small=0|part=71|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,3085f54c169b1832857facced00c4a5a54d5d847447483f924afe9d232bad874,20260729,v2
1915,train,95,285.000000,train=0|train_small=0|part=95|test=0,0,50-99,eligible_train,at_least_2_utterances,acb76e0cf97e55db2a0ba1041486e0bb945cd751b2776cde5e007772e7838a12,20260729,v2
1916,train,24,72.000000,train=0|train_small=0|part=24|test=0,0,20-49,eligible_train,at_least_2_utterances,c5d1a91db2b966210de3ca6b17c340e3436fde0c8aee3b0700e3a7f93e2d56db,20260729,v2
1917,test,431,1293.000000,train=0|train_small=0|part=431|test=0,0,200-499,eligible_evaluation,at_least_20_utterances,1f533014b4c8544bf6cdab27061b7bb05bfc7e16a2ac93b5a8b546b5435a8986,20260729,v2
1918,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,f25f681395b6d2cfd429c782f02f074b8e191a490a8c426026f29a3eae80909b,20260729,v2
1920,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,4e350b53d6c0b5fd94b0c8d6bf878a5f939baf33e7c05bb56fda9e91d882e93a,20260729,v2
1921,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,25a7107a2b0346964c510e54753ad32e32d94dd6648824221d24c03b75b84586,20260729,v2
1922,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,64cb9c1e31662eb2a4549a220851e2d6278e58dae761c2fde55afb1015e08e3b,20260729,v2
1923,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,0f5b6e5db2e37f9146a349f7ba5e7e22ba4bb468f9123a1e450ab2bd35e2a753,20260729,v2
1924,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,59f6cac882eadf9de5506e65f991c8002cc1b0c188dd1b53b317f2c8a03e9fea,20260729,v2
1925,train,4,12.000000,train=0|train_small=0|part=4|test=0,0,2-19,eligible_train,at_least_2_utterances,080368fa9abb510a62aa638c513578df2adc3c00926b8fdf1197c8eefb2d5223,20260729,v2
1926,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,c5063682c799a457082cb7e00e45816716ee7afb3d23451a7841caa9494734b6,20260729,v2
1927,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,d832d7ee6759ef10dbeabb877f3e1188ead60b2afee9f599d51b3b63147bd8b1,20260729,v2
1929,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,6489be05d63165607d1dc56fe6cae5fd92edbd3f4c0cfbffd9a18b48e5c93098,20260729,v2
1931,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,0d12417991589f2e06a6a9f572a3f62e48c65910f8fabffc08d69a123f1d63e2,20260729,v2
1932,train,4,12.000000,train=0|train_small=0|part=4|test=0,0,2-19,eligible_train,at_least_2_utterances,c3c76bf0b650a64d58e443b7e5d4221b5f76fa644af4637036cb8cde9df70e7d,20260729,v2
1933,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,4b977c3a69f7c5b43aa7e5dc861e6a0eb00fc073a22631bbc93d0caafa8b319b,20260729,v2
1935,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,c73efe39b3e7bbc565aaad1a5fd002a4de0d7773271738618e4f1ea23345d63f,20260729,v2
1936,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,32fe6d6e0941f6c37113b03f572349ced5eec1a11e9a553c43166c17233d9dde,20260729,v2
1937,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,9b5db4eee698a429e706bfe9ef371aabbe5c17eafceb2215ccb2ec56d0ba8525,20260729,v2
1938,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,1b260261a93be2c0c53a39e047a554b8e2a3b94e4f5c068b2329dae460bdb9e7,20260729,v2
1939,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,327124f090e34fb050a9774cfe9c369085db9d72da453a91025c7fe7f1e0aa41,20260729,v2
1940,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,b68394bba082fd5e6f04d7a5a4501a7bc950036e4082c10c45ac11a3845f273a,20260729,v2
1941,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,2444cec8db3f8bb3f1ed552e8bedf37879e2a67621c8c35e9323fdb8468ddf85,20260729,v2
1943,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,54a49aa5c5339e192fbd8e55755a6b3439de2120a26fb8e54c29dec9d8ee7283,20260729,v2
1944,train,4,12.000000,train=0|train_small=0|part=4|test=0,0,2-19,eligible_train,at_least_2_utterances,08cf835abcd1391972658b82217feb221f409fb94d173ab8292ae143f0cbf912,20260729,v2
1946,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,b4e4a69b340c02bd65aa3e144fc4e8af85a666296bffb0b282fcab9aeff1da7a,20260729,v2
1947,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,703c46a6b8a57d660288b1a99924e1d7c4d821ea7d2d01f1fe20caee5c6372c7,20260729,v2
1948,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,42b351bfb409cd357ddf5f6403b34fe335df89d2465132fdcb5db8726611db72,20260729,v2
1949,train,18,54.000000,train=0|train_small=0|part=18|test=0,0,2-19,eligible_train,at_least_2_utterances,1533720e1c1d382f04e4c51e70d8af5f34ad54928c5f9d2eb66694e072f33829,20260729,v2
1950,train,13,39.000000,train=0|train_small=0|part=13|test=0,0,2-19,eligible_train,at_least_2_utterances,f3c066ff1f78038551891fc124332a83030c1416ffc8151e14228bdc1bd11bff,20260729,v2
1952,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,8a8bb7b396efb21e6e936f6d5f25afe7e022d51e1a8f53f319217efe1a098ee3,20260729,v2
1953,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,8d158a21b652f758b41f750a59cbef1d3ff997ce7b6a9448c9ebc6be7849f798,20260729,v2
1954,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,982ff09390d91a894032f17401d0796e329cc2e92b6cbf9c266fd950fa288819,20260729,v2
1955,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,d577b7cc2a1936ac82f548fa13f1ed450361bb27ffdfb50401726a8388ec1016,20260729,v2
1956,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,088a3f1bd8861f48cbca3bf807052da211be0cd228e74e3a016bbf8808e030e2,20260729,v2
1957,train,43,129.000000,train=0|train_small=0|part=43|test=0,0,20-49,eligible_train,at_least_2_utterances,a17d533d1166e42d1543e47b36799b6f563f78589ee5a2022efaeb452b6c18ad,20260729,v2
1958,train,103,309.000000,train=0|train_small=0|part=103|test=0,0,100-199,eligible_train,at_least_2_utterances,759f8a487db34f15cfe4c156a93da1792706b55ac1355fc71b5a985a7d9857e5,20260729,v2
1959,train,6,18.000000,train=0|train_small=0|part=6|test=0,0,2-19,eligible_train,at_least_2_utterances,c9b624829950ce7df8b1b903be8c2022e7088b682ceeea3aa0cbd7780bf8466a,20260729,v2
1960,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,675fb84f0b341e183d63a8548e383690636c405518377904944dd292b4710e95,20260729,v2
1961,train,13,39.000000,train=0|train_small=0|part=13|test=0,0,2-19,eligible_train,at_least_2_utterances,1ab91aad77da3db66afd655b69cf582c2af2d25ab5b0c169bb934152e939a18d,20260729,v2
1962,test,112,336.000000,train=0|train_small=0|part=112|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,2cd2a0d2ab6c1782b18a81523c0dae5b17f66286e0e4ee33d3d7ba3e46d40c25,20260729,v2
1963,train,6,18.000000,train=0|train_small=0|part=6|test=0,0,2-19,eligible_train,at_least_2_utterances,9b59fcf26a0ca0675ac4fa1f029fd6f33325a0c4e10ca0e65f00c3e2dcd88754,20260729,v2
1964,train,9,27.000000,train=0|train_small=0|part=9|test=0,0,2-19,eligible_train,at_least_2_utterances,999d0891e2be46c3d9b744fc0977d7a261e541ac5c4c01ce21ad99ea5261033f,20260729,v2
1965,train,15,45.000000,train=0|train_small=0|part=15|test=0,0,2-19,eligible_train,at_least_2_utterances,d2647fb7c607cf7bb2f88fa25b1884f11214d7e36b15dbd8fb1d5324fe7fc29b,20260729,v2
1966,train,11,33.000000,train=0|train_small=0|part=11|test=0,0,2-19,eligible_train,at_least_2_utterances,2147716b437891dc35cb74d098f25e42ccf99d1aa86eb8e652aae895a98e9eb5,20260729,v2
1967,train,4,12.000000,train=0|train_small=0|part=4|test=0,0,2-19,eligible_train,at_least_2_utterances,5cd7dd98f454ff5c90cee6145ed08f1acdf9357c85ab3121244d240ec0ef6956,20260729,v2
1968,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,c69417c28635fd5970ffac63bbc858bc24d8d6aec8420282ee68911a69888a24,20260729,v2
1969,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,0a6ec6eb68e09c6c5a2b9ce8f1c71686479372d580233cb9d69609c7a3c3406c,20260729,v2
1971,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,f23f228818fc36a61272c9d5fd81ae53c24a208ed84c138a72087a4fc6d32a39,20260729,v2
1972,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,e1adc95116a3bdd05773da18f428598bac6cd4ae44d6baa04ac0b2014cffc051,20260729,v2
1973,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,a6d36bf1db818300b9694a52dd87594e4aeef2659fa0fa69f0b07cd736dc2c46,20260729,v2
1974,train,27,81.000000,train=0|train_small=0|part=27|test=0,0,20-49,eligible_train,at_least_2_utterances,43cb8bba0a3da60f3dfb4192bd712ae02124fd246b91d2c7fd29d9723ae5ce87,20260729,v2
1975,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,263ce3a70d2b3800e350e4df83b63a4e59948e4b58fbdabfab4f08e6e1813bd8,20260729,v2
1976,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,5a084a522dd3741cc76bf019cc4155097651a25b24956bcd2d201e1a8c4a7d8e,20260729,v2
1977,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,79ca653b8255ffd0a39c0547242fa5d9fbb1677c5d9fd8f9d3da6eb54f91e8f7,20260729,v2
1978,train,4,12.000000,train=0|train_small=0|part=4|test=0,0,2-19,eligible_train,at_least_2_utterances,486fa596bb55449fc7dc009cab0d8c3915511fd57948a0fcec26b584a782cd59,20260729,v2
1979,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,e3e3c775c5b71a2d3f7257744990a631782481475d5f79719ee8a64be43e0d79,20260729,v2
1980,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,293650b7a456b81e701bb6c1281425c0b1158c3d825cfa6bd468837ef24171db,20260729,v2
1981,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,2b761aa69852dbfeab9240185cea21b16a0d7cf5e4b5004cf12802566774b7ce,20260729,v2
1982,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,a09530559ff87667a923ffdd57ccedad0028a048e79605eeba4574c3952d271b,20260729,v2
1983,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,a428a9d45a18b18b76b24f0169208cb8ef1e8a279f7e787e6af91f5ded7606e9,20260729,v2
1984,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,70388b7ed0df28d829d2d262c8cb556d45fbedf834313120820fc19fb80ddd64,20260729,v2
1985,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,c4bf8674b396f7147f66245d870cc44d2a00790acbebcff1d56937722c7e1a7c,20260729,v2
1986,validation,30,90.000000,train=0|train_small=0|part=30|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,0a7ac1d40d108da4de0ea25879032714a499b42154cf6b28bf499204d056c7a9,20260729,v2
1988,train,193,579.000000,train=0|train_small=0|part=193|test=0,0,100-199,eligible_train,at_least_2_utterances,babe12e5de029c9f418126e059eddc95bc727ec7009851ad706b85afa5314e0f,20260729,v2
1989,train,71,213.000000,train=0|train_small=0|part=71|test=0,0,50-99,eligible_train,at_least_2_utterances,6ceb7efa0935f484ad66f85b9f5e1e209760bc656d41bab80b9b393aaf7a01d5,20260729,v2
1990,train,20,60.000000,train=0|train_small=0|part=20|test=0,0,20-49,eligible_train,at_least_2_utterances,958121f5703c7e44f05b83769f17206d9139186f397e1f033db1395a2fd937d1,20260729,v2
1991,train,5,15.000000,train=0|train_small=0|part=5|test=0,0,2-19,eligible_train,at_least_2_utterances,71425bcf500327071859efae94a72c6e87b8aa671fc7f611cc7582badfd3278f,20260729,v2
1992,train,6,18.000000,train=0|train_small=0|part=6|test=0,0,2-19,eligible_train,at_least_2_utterances,3d84ccdfed64cc306963e77290f0cd09b554ead84e6132c92cfcf0c21a0b4220,20260729,v2
1993,train,10,30.000000,train=0|train_small=0|part=10|test=0,0,2-19,eligible_train,at_least_2_utterances,220e53ad88d394c85e1e0350fbb0e10e7ffeaecb8e2b709f0b43fdccb8e63f40,20260729,v2
1994,train,108,324.000000,train=0|train_small=0|part=108|test=0,0,100-199,eligible_train,at_least_2_utterances,962ddba6eb1e043ad15de34df2c4eb42c94abeb8259e983fb90cdde7ca0031d1,20260729,v2
1995,train,13,39.000000,train=0|train_small=0|part=13|test=0,0,2-19,eligible_train,at_least_2_utterances,283ec4a2d206b19c75281422a8d83f042269a994e99baee9ceb1b92041176e46,20260729,v2
1996,train,41,123.000000,train=0|train_small=0|part=41|test=0,0,20-49,eligible_train,at_least_2_utterances,9cda9c069527a51d0a0b3751b6dad0a127677959812f2e3642ae4d60b4080666,20260729,v2
1997,train,9,27.000000,train=0|train_small=0|part=9|test=0,0,2-19,eligible_train,at_least_2_utterances,8c3859ddb860b24b6441e21a144401cb210276a402ee07ca5d81dbe6da98ce8a,20260729,v2
1998,train,46,138.000000,train=0|train_small=0|part=46|test=0,0,20-49,eligible_train,at_least_2_utterances,cfc196571637edfdbb1968fe5598e5411eb71d031f2ef492c6af51ccb98a4d43,20260729,v2
1999,train,107,321.000000,train=0|train_small=0|part=107|test=0,0,100-199,eligible_train,at_least_2_utterances,eef7cf57d512653f00f1a05f35c8f42d7f65a86b9f75bd526795908034cc4e26,20260729,v2
2000,train,10,30.000000,train=0|train_small=0|part=10|test=0,0,2-19,eligible_train,at_least_2_utterances,2bb017d7c02c9ba96f3a3b5b34e525635cdaa88fbca60866a63ec9628b98213c,20260729,v2
2001,train,8,24.000000,train=0|train_small=0|part=8|test=0,0,2-19,eligible_train,at_least_2_utterances,381d9c5c62fb37e75780a176e7a3ec1db2fa9b84270b5cc5819c676cddda46d6,20260729,v2
2002,train,9,27.000000,train=0|train_small=0|part=9|test=0,0,2-19,eligible_train,at_least_2_utterances,9b18d2da282858dadb49dda9249633361db0016d80b853e25de1c185af7da359,20260729,v2
2003,train,21,63.000000,train=0|train_small=0|part=21|test=0,0,20-49,eligible_train,at_least_2_utterances,9f205e6f70591f0c9cddebee32184118435049fd83eb32b8853823a496b73ab1,20260729,v2
2004,train,65,195.000000,train=0|train_small=0|part=65|test=0,0,50-99,eligible_train,at_least_2_utterances,e995efb155264304ce9077ecd7dffaf33dc19e69ff87e366a74f5c5706a1b8b6,20260729,v2
2005,train,11,33.000000,train=0|train_small=0|part=11|test=0,0,2-19,eligible_train,at_least_2_utterances,408e1d9f0e8d459bd0f5e8f4ec6dcd5604ab92b44cc091f98ff5f7fcb3928759,20260729,v2
2006,train,10,30.000000,train=0|train_small=0|part=10|test=0,0,2-19,eligible_train,at_least_2_utterances,6db74d656ba232673854905859220a7d7d82c91ee0565fcef198d51cca1a30db,20260729,v2
2007,train,193,579.000000,train=0|train_small=0|part=193|test=0,0,100-199,eligible_train,at_least_2_utterances,750c4bbc3f3d48b9d69d31d641b66d7e079b65459b3073306d3687f581a77dac,20260729,v2
2008,train,143,429.000000,train=0|train_small=0|part=143|test=0,0,100-199,eligible_train,at_least_2_utterances,e5a59cf1935b06cfe101df204daf09efc8a5d858b735f101e23b9b870cbead0f,20260729,v2
2009,train,96,288.000000,train=0|train_small=0|part=96|test=0,0,50-99,eligible_train,at_least_2_utterances,b30f6de2e5a8e0cd33051fc99637f6db490db708a46865cbeef8ff105b56e248,20260729,v2
2010,train,9,27.000000,train=0|train_small=0|part=9|test=0,0,2-19,eligible_train,at_least_2_utterances,0af751b873be59dca7131f2e55fed4be8eff73b74f13c8bb55413603896983b5,20260729,v2
2011,train,65,195.000000,train=0|train_small=0|part=65|test=0,0,50-99,eligible_train,at_least_2_utterances,b0f0a45eeeefbf0615eabfce36eaf3b70c5884d185731e6dcf2940b12e9f8a77,20260729,v2
2012,train,15,45.000000,train=0|train_small=0|part=15|test=0,0,2-19,eligible_train,at_least_2_utterances,a363db5a1344ca685343d559859304c7e4ea98abceb774c28b00ab3e8d896bd9,20260729,v2
2013,train,7,21.000000,train=0|train_small=0|part=7|test=0,0,2-19,eligible_train,at_least_2_utterances,e58f1bdbed47d4c233ce712a7c099ca0302cf3076e9ca80b6d3ec242280bb5bb,20260729,v2
2014,train,2,6.000000,train=0|train_small=0|part=2|test=0,0,2-19,eligible_train,at_least_2_utterances,77e0e930483c2c6ae113264db206c9f76d6bb4bdd87065f4781b324b0a271fec,20260729,v2
2016,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,532d7b0c233cf21553c469d27bbe7aec61da470a495ccd79af009a5129affc5f,20260729,v2
2017,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,0136744bc986129d9fe31710bf293a7607cd89d015101e9ffe4c54f159d27f32,20260729,v2
2018,train,4,12.000000,train=0|train_small=0|part=4|test=0,0,2-19,eligible_train,at_least_2_utterances,8be11f8ea8b3efd10d1d27fce9a08f83fd91ad86f80f516001e7f46bd2b7ba73,20260729,v2
2019,train,6,18.000000,train=0|train_small=0|part=6|test=0,0,2-19,eligible_train,at_least_2_utterances,e82c1725d88f06c9d68d39d52bd39f4aeebe936d8525feb1dd9ed21f6ec09cb2,20260729,v2
2020,train,51,153.000000,train=0|train_small=0|part=51|test=0,0,50-99,eligible_train,at_least_2_utterances,679ac3028234084a4d700845e9a4b0355573f5798c54056f619955fc239ec4f1,20260729,v2
2021,train,19,57.000000,train=0|train_small=0|part=19|test=0,0,2-19,eligible_train,at_least_2_utterances,fed1c3276683bce6804403abb5baa54f0b269de0782cf3c6bb2a1923bbea51d4,20260729,v2
2022,train,7,21.000000,train=0|train_small=0|part=7|test=0,0,2-19,eligible_train,at_least_2_utterances,0b178fca0fbc73a6e5dddcf80bc820c58af55fa5015c11f58390816fb2f4d444,20260729,v2
2023,train,3,9.000000,train=0|train_small=0|part=3|test=0,0,2-19,eligible_train,at_least_2_utterances,5e574655db93992ae45ad105726487ab818ccbbe5c33b0a94b4a52b4b4783059,20260729,v2
2024,test,85,255.000000,train=0|train_small=0|part=85|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,32f1ab62f5b0cb8c3a86d324de6c510f45025d6029db65fe13f5d84970e4e0cc,20260729,v2
2025,train,81,243.000000,train=0|train_small=0|part=81|test=0,0,50-99,eligible_train,at_least_2_utterances,b414972f46bc8a7cb8fb80c961218a8ff0731e9a669d46ef0e6d3e6e7bd4cd74,20260729,v2
2026,train,17,51.000000,train=0|train_small=0|part=17|test=0,0,2-19,eligible_train,at_least_2_utterances,0a9e032163ec580a160fd742d284b6779d64c82412d2ed9f4117350c7afe5070,20260729,v2
2027,train,114,342.000000,train=0|train_small=0|part=114|test=0,0,100-199,eligible_train,at_least_2_utterances,f914cfee6c42eef342c8e00d648cf5f8bb9f47a3cd4ec00c598486a3a4af6946,20260729,v2
2028,train,130,390.000000,train=0|train_small=0|part=130|test=0,0,100-199,eligible_train,at_least_2_utterances,821ec427194b138fa1bc9dd9201a2372141718071c54ba6d1d6a3bffe93bb08a,20260729,v2
2029,train,123,369.000000,train=0|train_small=0|part=123|test=0,0,100-199,eligible_train,at_least_2_utterances,a11947cec2d7d5cd5140e0b465193e4c5475bd25375ac2b7056201a907f3deb3,20260729,v2
2030,test,45,135.000000,train=0|train_small=0|part=45|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,353aecf08841e4e4d61cc969eb55ff4a46d23997c2a45fcd7073f1288f8982fe,20260729,v2
2031,train,5,15.000000,train=0|train_small=0|part=5|test=0,0,2-19,eligible_train,at_least_2_utterances,6e58a5cb17bec89814308eff40f1e18c38ff0142055ebec1d09c3ac700d7fa32,20260729,v2
2032,train,10,30.000000,train=0|train_small=0|part=10|test=0,0,2-19,eligible_train,at_least_2_utterances,eb40583a3bbb6c330095bba63c6d095621b6973f581385701d3df46da756beac,20260729,v2
2033,train,22,66.000000,train=0|train_small=0|part=22|test=0,0,20-49,eligible_train,at_least_2_utterances,b6c31facee368f2d6fb040c85cbda6e73cd59b6f4cebabb9d404cfb60f63c200,20260729,v2
2034,train,24,72.000000,train=0|train_small=0|part=24|test=0,0,20-49,eligible_train,at_least_2_utterances,5468aa03aa5c8907e6c350168b47699f56914b666aaef55dadf41f9ef10288c7,20260729,v2
2035,train,13,39.000000,train=0|train_small=0|part=13|test=0,0,2-19,eligible_train,at_least_2_utterances,2b48d94b013341d5a399fb4fc0106acc8fd3873268f2b1ef3f4d9e80055ecb6f,20260729,v2
2036,train,108,324.000000,train=0|train_small=0|part=108|test=0,0,100-199,eligible_train,at_least_2_utterances,f15bc2e08b67e64ee60b2caf7933685c79fc265ddfda59bfe6d2a10ce180d059,20260729,v2
2037,train,9,27.000000,train=0|train_small=0|part=9|test=0,0,2-19,eligible_train,at_least_2_utterances,b7a8e4403225200094142a0af4f66cb794c51c267aadbb35b83d35e735484aae,20260729,v2
2038,train,10,30.000000,train=0|train_small=0|part=10|test=0,0,2-19,eligible_train,at_least_2_utterances,c77160ccf0a568e41533c221de35e62973e6150e2dda50828f9d8dc7f64f1929,20260729,v2
2039,excluded,1,3.000000,train=0|train_small=0|part=1|test=0,0,1,ineligible,singleton_speaker,cc0f0976cb5bf78f86b456a4cf50fcc4d357f680db858f256f614575a40cf191,20260729,v2
2040,train,6,18.000000,train=0|train_small=0|part=6|test=0,0,2-19,eligible_train,at_least_2_utterances,71c2705534fa0f8f57c9371f4f9c9b9e65b49878e5c0df8457178425a963e13e,20260729,v2
2041,train,55,165.000000,train=0|train_small=0|part=55|test=0,0,50-99,eligible_train,at_least_2_utterances,cbb7b6c446ed5eef4854fb34e34f454f6120df883f07e0ff4b937d0356725eb6,20260729,v2
2042,train,28,84.000000,train=0|train_small=0|part=28|test=0,0,20-49,eligible_train,at_least_2_utterances,f248761f259f7fd0897e44964b85e014c92b1ba261b7de306c1c7cd7ca5f7c24,20260729,v2
